Date,Total,Day
2010021604,212,Tuesday
2010021605,738,Tuesday
2010021606,1882,Tuesday
2010021607,2987,Tuesday
2010021608,3828,Tuesday
2010021609,3443,Tuesday
2010021610,2599,Tuesday
2010021611,2210,Tuesday
2010021612,2052,Tuesday
2010021613,1790,Tuesday
2010021614,1741,Tuesday
2010021615,1847,Tuesday
2010021616,2093,Tuesday
2010021617,2417,Tuesday
2010021618,1933,Tuesday
2010021619,1403,Tuesday
2010021620,1166,Tuesday
2010021621,1045,Tuesday
2010021622,887,Tuesday
2010021623,760,Tuesday
2010021700,544,Wednesday
2010021701,222,Wednesday
2010021702,127,Wednesday
2010021703,132,Wednesday
2010021704,228,Wednesday
2010021705,822,Wednesday
2010021706,2171,Wednesday
2010021707,2761,Wednesday
2010021708,3740,Wednesday
2010021709,3571,Wednesday
2010021710,2967,Wednesday
2010021711,2475,Wednesday
2010021712,2775,Wednesday
2010021713,2718,Wednesday
2010021714,2291,Wednesday
2010021715,2399,Wednesday
2010021716,2472,Wednesday
2010021717,2634,Wednesday
2010021718,2454,Wednesday
2010021719,1700,Wednesday
2010021720,1316,Wednesday
2010021721,1158,Wednesday
2010021722,994,Wednesday
2010021723,693,Wednesday
2010021800,415,Thursday
2010021801,213,Thursday
2010021802,155,Thursday
2010021803,142,Thursday
2010021804,241,Thursday
2010021805,829,Thursday
2010021806,2243,Thursday
2010021807,3758,Thursday
2010021808,3972,Thursday
2010021809,3388,Thursday
2010021810,2876,Thursday
2010021811,2595,Thursday
2010021812,2302,Thursday
2010021813,2143,Thursday
2010021814,2311,Thursday
2010021815,2512,Thursday
2010021816,2633,Thursday
2010021817,2811,Thursday
2010021818,2667,Thursday
2010021819,2179,Thursday
2010021820,1473,Thursday
2010021821,1248,Thursday
2010021822,1013,Thursday
2010021823,770,Thursday
2010021900,476,Friday
2010021901,230,Friday
2010021902,128,Friday
2010021903,164,Friday
2010021904,264,Friday
2010021905,864,Friday
2010021906,2198,Friday
2010021907,3490,Friday
2010021908,3934,Friday
2010021909,3349,Friday
2010021910,2834,Friday
2010021911,2254,Friday
2010021912,2571,Friday
2010021913,2353,Friday
2010021914,2300,Friday
2010021915,2793,Friday
2010021916,2699,Friday
2010021917,2702,Friday
2010021918,2672,Friday
2010021919,2520,Friday
2010021920,2100,Friday
2010021921,1364,Friday
2010021922,1289,Friday
2010021923,985,Friday
2010022000,695,Saturday
2010022001,352,Saturday
2010022002,170,Saturday
2010022003,148,Saturday
2010022004,205,Saturday
2010022005,423,Saturday
2010022006,1145,Saturday
2010022007,1465,Saturday
2010022008,1803,Saturday
2010022009,1765,Saturday
2010022010,2018,Saturday
2010022011,2024,Saturday
2010022012,2013,Saturday
2010022013,2118,Saturday
2010022014,2043,Saturday
2010022015,2074,Saturday
2010022016,2176,Saturday
2010022017,2334,Saturday
2010022018,2574,Saturday
2010022019,2299,Saturday
2010022020,1751,Saturday
2010022021,1561,Saturday
2010022022,1443,Saturday
2010022023,1211,Saturday
2010022100,919,Sunday
2010022101,464,Sunday
2010022102,261,Sunday
2010022103,175,Sunday
2010022104,183,Sunday
2010022105,257,Sunday
2010022106,618,Sunday
2010022107,883,Sunday
2010022108,1098,Sunday
2010022109,1194,Sunday
2010022110,1647,Sunday
2010022111,1952,Sunday
2010022112,2046,Sunday
2010022113,2136,Sunday
2010022114,2301,Sunday
2010022115,2237,Sunday
2010022116,2129,Sunday
2010022117,2222,Sunday
2010022118,2027,Sunday
2010022119,1850,Sunday
2010022120,1721,Sunday
2010022121,1571,Sunday
2010022122,1158,Sunday
2010022123,720,Sunday
2010022200,516,Monday
2010022201,203,Monday
2010022202,117,Monday
2010022203,126,Monday
2010022204,241,Monday
2010022205,861,Monday
2010022206,2397,Monday
2010022207,3352,Monday
2010022208,4175,Monday
2010022209,3866,Monday
2010022210,3028,Monday
2010022211,2510,Monday
2010022212,1957,Monday
2010022213,2053,Monday
2010022214,2001,Monday
2010022215,2115,Monday
2010022216,2448,Monday
2010022217,2713,Monday
2010022218,2050,Monday
2010022219,1539,Monday
2010022220,1196,Monday
2010022221,1117,Monday
2010022222,886,Monday
2010022223,837,Monday
2010022300,521,Tuesday
2010022301,238,Tuesday
2010022302,115,Tuesday
2010022303,117,Tuesday
2010022304,228,Tuesday
2010022305,1135,Tuesday
2010022306,2517,Tuesday
2010022307,3253,Tuesday
2010022308,3829,Tuesday
2010022309,3909,Tuesday
2010022310,3009,Tuesday
2010022311,2747,Tuesday
2010022312,2084,Tuesday
2010022313,1911,Tuesday
2010022314,2123,Tuesday
2010022315,2230,Tuesday
2010022316,2501,Tuesday
2010022317,2813,Tuesday
2010022318,2704,Tuesday
2010022319,1905,Tuesday
2010022320,1331,Tuesday
2010022321,1097,Tuesday
2010022322,954,Tuesday
2010022323,811,Tuesday
2010022400,538,Wednesday
2010022401,215,Wednesday
2010022402,109,Wednesday
2010022403,139,Wednesday
2010022404,231,Wednesday
2010022405,779,Wednesday
2010022406,2039,Wednesday
2010022407,3173,Wednesday
2010022408,4033,Wednesday
2010022409,3608,Wednesday
2010022410,3023,Wednesday
2010022411,2705,Wednesday
2010022412,2132,Wednesday
2010022413,2211,Wednesday
2010022414,2332,Wednesday
2010022415,2854,Wednesday
2010022416,3013,Wednesday
2010022417,3185,Wednesday
2010022418,3215,Wednesday
2010022419,2253,Wednesday
2010022420,1478,Wednesday
2010022421,1284,Wednesday
2010022422,1141,Wednesday
2010022423,784,Wednesday
2010022500,570,Thursday
2010022501,244,Thursday
2010022502,141,Thursday
2010022503,158,Thursday
2010022504,249,Thursday
2010022505,841,Thursday
2010022506,2007,Thursday
2010022507,2971,Thursday
2010022508,3463,Thursday
2010022509,3543,Thursday
2010022510,2438,Thursday
2010022511,2309,Thursday
2010022512,1795,Thursday
2010022513,1718,Thursday
2010022514,1621,Thursday
2010022515,1670,Thursday
2010022516,1935,Thursday
2010022517,1863,Thursday
2010022518,1668,Thursday
2010022519,1199,Thursday
2010022520,810,Thursday
2010022521,739,Thursday
2010022522,632,Thursday
2010022523,522,Thursday
2010022600,350,Friday
2010022601,197,Friday
2010022602,135,Friday
2010022603,147,Friday
2010022604,167,Friday
2010022605,333,Friday
2010022606,908,Friday
2010022607,1499,Friday
2010022608,1580,Friday
2010022609,1312,Friday
2010022610,1088,Friday
2010022611,1110,Friday
2010022612,950,Friday
2010022613,1050,Friday
2010022614,1155,Friday
2010022615,1263,Friday
2010022616,1374,Friday
2010022617,1405,Friday
2010022618,1426,Friday
2010022619,1118,Friday
2010022620,886,Friday
2010022621,859,Friday
2010022622,766,Friday
2010022623,682,Friday
2010022700,527,Saturday
2010022701,406,Saturday
2010022702,151,Saturday
2010022703,114,Saturday
2010022704,166,Saturday
2010022705,311,Saturday
2010022706,895,Saturday
2010022707,1197,Saturday
2010022708,1386,Saturday
2010022709,1592,Saturday
2010022710,1536,Saturday
2010022711,1741,Saturday
2010022712,911,Saturday
2010022713,2384,Saturday
2010022714,1789,Saturday
2010022715,1721,Saturday
2010022716,1905,Saturday
2010022717,2315,Saturday
2010022718,2210,Saturday
2010022719,2182,Saturday
2010022720,1558,Saturday
2010022721,1481,Saturday
2010022722,1420,Saturday
2010022723,1216,Saturday
2010022800,773,Sunday
2010022801,443,Sunday
2010022802,256,Sunday
2010022803,183,Sunday
2010022804,190,Sunday
2010022805,258,Sunday
2010022806,588,Sunday
2010022807,814,Sunday
2010022808,961,Sunday
2010022809,1228,Sunday
2010022810,1570,Sunday
2010022811,1793,Sunday
2010022812,1920,Sunday
2010022813,2005,Sunday
2010022814,2000,Sunday
2010022815,1865,Sunday
2010022816,2056,Sunday
2010022817,1996,Sunday
2010022818,1810,Sunday
2010022819,1685,Sunday
2010022820,1564,Sunday
2010022821,1589,Sunday
2010022822,1002,Sunday
2010022823,880,Sunday
2010030100,561,Monday
2010030101,220,Monday
2010030102,128,Monday
2010030103,114,Monday
2010030104,251,Monday
2010030105,856,Monday
2010030106,2412,Monday
2010030107,3510,Monday
2010030108,4203,Monday
2010030109,3889,Monday
2010030110,2647,Monday
2010030111,2498,Monday
2010030112,2693,Monday
2010030113,1980,Monday
2010030114,2492,Monday
2010030115,2654,Monday
2010030116,2766,Monday
2010030117,2545,Monday
2010030118,2624,Monday
2010030119,1881,Monday
2010030120,1342,Monday
2010030121,1220,Monday
2010030122,1009,Monday
2010030123,856,Monday
2010030200,484,Tuesday
2010030201,205,Tuesday
2010030202,121,Tuesday
2010030203,114,Tuesday
2010030204,211,Tuesday
2010030205,837,Tuesday
2010030206,2276,Tuesday
2010030207,3477,Tuesday
2010030208,3892,Tuesday
2010030209,3825,Tuesday
2010030210,2951,Tuesday
2010030211,2913,Tuesday
2010030212,2419,Tuesday
2010030213,1912,Tuesday
2010030214,1503,Tuesday
2010030215,1842,Tuesday
2010030216,2712,Tuesday
2010030217,3029,Tuesday
2010030218,2857,Tuesday
2010030219,2247,Tuesday
2010030220,1337,Tuesday
2010030221,1147,Tuesday
2010030222,1101,Tuesday
2010030223,766,Tuesday
2010030300,405,Wednesday
2010030301,199,Wednesday
2010030302,142,Wednesday
2010030303,115,Wednesday
2010030304,226,Wednesday
2010030305,824,Wednesday
2010030306,2088,Wednesday
2010030307,3247,Wednesday
2010030308,3952,Wednesday
2010030309,3798,Wednesday
2010030310,2999,Wednesday
2010030311,2803,Wednesday
2010030312,2137,Wednesday
2010030313,1980,Wednesday
2010030314,2034,Wednesday
2010030315,2230,Wednesday
2010030316,2373,Wednesday
2010030317,2762,Wednesday
2010030318,2241,Wednesday
2010030319,1905,Wednesday
2010030320,1306,Wednesday
2010030321,1222,Wednesday
2010030322,1069,Wednesday
2010030323,807,Wednesday
2010030400,399,Thursday
2010030401,197,Thursday
2010030402,129,Thursday
2010030403,125,Thursday
2010030404,246,Thursday
2010030405,894,Thursday
2010030406,2420,Thursday
2010030407,3599,Thursday
2010030408,4233,Thursday
2010030409,3883,Thursday
2010030410,2908,Thursday
2010030411,2535,Thursday
2010030412,2697,Thursday
2010030413,2638,Thursday
2010030414,2781,Thursday
2010030415,2971,Thursday
2010030416,2674,Thursday
2010030417,3080,Thursday
2010030418,3104,Thursday
2010030419,2577,Thursday
2010030420,1523,Thursday
2010030421,1402,Thursday
2010030422,1228,Thursday
2010030423,903,Thursday
2010030500,514,Friday
2010030501,204,Friday
2010030502,125,Friday
2010030503,141,Friday
2010030504,250,Friday
2010030505,904,Friday
2010030506,2416,Friday
2010030507,3445,Friday
2010030508,4016,Friday
2010030509,3597,Friday
2010030510,2403,Friday
2010030511,2412,Friday
2010030512,2214,Friday
2010030513,1993,Friday
2010030514,2380,Friday
2010030515,2583,Friday
2010030516,2845,Friday
2010030517,2901,Friday
2010030518,2713,Friday
2010030519,2314,Friday
2010030520,1751,Friday
2010030521,1489,Friday
2010030522,1434,Friday
2010030523,1058,Friday
2010030600,785,Saturday
2010030601,391,Saturday
2010030602,202,Saturday
2010030603,156,Saturday
2010030604,215,Saturday
2010030605,417,Saturday
2010030606,1281,Saturday
2010030607,1788,Saturday
2010030608,2146,Saturday
2010030609,2102,Saturday
2010030610,1805,Saturday
2010030611,2271,Saturday
2010030612,2330,Saturday
2010030613,2314,Saturday
2010030614,2137,Saturday
2010030615,2312,Saturday
2010030616,2329,Saturday
2010030617,2478,Saturday
2010030618,2765,Saturday
2010030619,2723,Saturday
2010030620,2374,Saturday
2010030621,1648,Saturday
2010030622,1510,Saturday
2010030623,1329,Saturday
2010030700,900,Sunday
2010030701,517,Sunday
2010030702,261,Sunday
2010030703,203,Sunday
2010030704,179,Sunday
2010030705,274,Sunday
2010030706,684,Sunday
2010030707,934,Sunday
2010030708,1219,Sunday
2010030709,1583,Sunday
2010030710,1813,Sunday
2010030711,2103,Sunday
2010030712,2416,Sunday
2010030713,2558,Sunday
2010030714,2635,Sunday
2010030715,2544,Sunday
2010030716,2465,Sunday
2010030717,2654,Sunday
2010030718,2570,Sunday
2010030719,2371,Sunday
2010030720,1980,Sunday
2010030721,1554,Sunday
2010030722,1193,Sunday
2010030723,1029,Sunday
2010030800,637,Monday
2010030801,239,Monday
2010030802,120,Monday
2010030803,103,Monday
2010030804,251,Monday
2010030805,952,Monday
2010030806,2187,Monday
2010030807,3770,Monday
2010030808,4291,Monday
2010030809,3768,Monday
2010030810,2823,Monday
2010030811,2517,Monday
2010030812,2342,Monday
2010030813,2069,Monday
2010030814,2069,Monday
2010030815,2284,Monday
2010030816,2529,Monday
2010030817,2524,Monday
2010030818,2570,Monday
2010030819,1831,Monday
2010030820,1492,Monday
2010030821,1131,Monday
2010030822,903,Monday
2010030823,834,Monday
2010030900,474,Tuesday
2010030901,205,Tuesday
2010030902,156,Tuesday
2010030903,137,Tuesday
2010030904,241,Tuesday
2010030905,921,Tuesday
2010030906,2416,Tuesday
2010030907,3509,Tuesday
2010030908,4228,Tuesday
2010030909,3878,Tuesday
2010030910,3049,Tuesday
2010030911,2784,Tuesday
2010030912,2371,Tuesday
2010030913,2113,Tuesday
2010030914,2294,Tuesday
2010030915,2503,Tuesday
2010030916,2705,Tuesday
2010030917,2786,Tuesday
2010030918,2464,Tuesday
2010030919,1885,Tuesday
2010030920,1340,Tuesday
2010030921,1231,Tuesday
2010030922,980,Tuesday
2010030923,762,Tuesday
2010031000,390,Wednesday
2010031001,161,Wednesday
2010031002,117,Wednesday
2010031003,141,Wednesday
2010031004,245,Wednesday
2010031005,936,Wednesday
2010031006,2459,Wednesday
2010031007,3544,Wednesday
2010031008,4100,Wednesday
2010031009,3870,Wednesday
2010031010,3009,Wednesday
2010031011,2828,Wednesday
2010031012,2546,Wednesday
2010031013,2129,Wednesday
2010031014,2526,Wednesday
2010031015,2634,Wednesday
2010031016,2633,Wednesday
2010031017,2994,Wednesday
2010031018,2730,Wednesday
2010031019,1813,Wednesday
2010031020,1499,Wednesday
2010031021,1177,Wednesday
2010031022,963,Wednesday
2010031023,768,Wednesday
2010031100,433,Thursday
2010031101,195,Thursday
2010031102,131,Thursday
2010031103,138,Thursday
2010031104,269,Thursday
2010031105,944,Thursday
2010031106,2677,Thursday
2010031107,3852,Thursday
2010031108,4226,Thursday
2010031109,4041,Thursday
2010031110,3042,Thursday
2010031111,2431,Thursday
2010031112,2263,Thursday
2010031113,2111,Thursday
2010031114,2173,Thursday
2010031115,2555,Thursday
2010031116,2912,Thursday
2010031117,3091,Thursday
2010031118,2649,Thursday
2010031119,1958,Thursday
2010031120,1602,Thursday
2010031121,1306,Thursday
2010031122,1202,Thursday
2010031123,938,Thursday
2010031200,531,Friday
2010031201,277,Friday
2010031202,137,Friday
2010031203,172,Friday
2010031204,260,Friday
2010031205,902,Friday
2010031206,2387,Friday
2010031207,3358,Friday
2010031208,3305,Friday
2010031209,3737,Friday
2010031210,2968,Friday
2010031211,2657,Friday
2010031212,2173,Friday
2010031213,2109,Friday
2010031214,2349,Friday
2010031215,2679,Friday
2010031216,2928,Friday
2010031217,3129,Friday
2010031218,3019,Friday
2010031219,2174,Friday
2010031220,1663,Friday
2010031221,1406,Friday
2010031222,1354,Friday
2010031223,1348,Friday
2010031300,892,Saturday
2010031301,412,Saturday
2010031302,284,Saturday
2010031303,154,Saturday
2010031304,196,Saturday
2010031305,380,Saturday
2010031306,1074,Saturday
2010031307,1624,Saturday
2010031308,1698,Saturday
2010031309,1902,Saturday
2010031310,1830,Saturday
2010031311,1917,Saturday
2010031312,2106,Saturday
2010031313,2070,Saturday
2010031314,1727,Saturday
2010031315,1931,Saturday
2010031316,1964,Saturday
2010031317,2182,Saturday
2010031318,2058,Saturday
2010031319,1919,Saturday
2010031320,1531,Saturday
2010031321,1335,Saturday
2010031322,1385,Saturday
2010031323,1123,Saturday
2010031400,908,Sunday
2010031401,653,Sunday
2010031402,0,Sunday
2010031403,396,Sunday
2010031404,256,Sunday
2010031405,301,Sunday
2010031406,560,Sunday
2010031407,844,Sunday
2010031408,1066,Sunday
2010031409,1370,Sunday
2010031410,1501,Sunday
2010031411,2082,Sunday
2010031412,2555,Sunday
2010031413,2614,Sunday
2010031414,2242,Sunday
2010031415,2169,Sunday
2010031416,2285,Sunday
2010031417,2334,Sunday
2010031418,2125,Sunday
2010031419,1765,Sunday
2010031420,1774,Sunday
2010031421,1563,Sunday
2010031422,1383,Sunday
2010031423,1178,Sunday
2010031500,931,Monday
2010031501,712,Monday
2010031502,458,Monday
2010031503,179,Monday
2010031504,319,Monday
2010031505,883,Monday
2010031506,2282,Monday
2010031507,3347,Monday
2010031508,4150,Monday
2010031509,3775,Monday
2010031510,2949,Monday
2010031511,2640,Monday
2010031512,2204,Monday
2010031513,2169,Monday
2010031514,2221,Monday
2010031515,2476,Monday
2010031516,2583,Monday
2010031517,2770,Monday
2010031518,2434,Monday
2010031519,1880,Monday
2010031520,1506,Monday
2010031521,1304,Monday
2010031522,1210,Monday
2010031523,929,Monday
2010031600,566,Tuesday
2010031601,421,Tuesday
2010031602,116,Tuesday
2010031603,144,Tuesday
2010031604,248,Tuesday
2010031605,869,Tuesday
2010031606,2319,Tuesday
2010031607,3451,Tuesday
2010031608,4067,Tuesday
2010031609,3832,Tuesday
2010031610,3138,Tuesday
2010031611,2897,Tuesday
2010031612,2728,Tuesday
2010031613,2287,Tuesday
2010031614,2488,Tuesday
2010031615,2411,Tuesday
2010031616,2709,Tuesday
2010031617,3031,Tuesday
2010031618,2622,Tuesday
2010031619,2025,Tuesday
2010031620,1403,Tuesday
2010031621,1316,Tuesday
2010031622,1125,Tuesday
2010031623,772,Tuesday
2010031700,524,Wednesday
2010031701,186,Wednesday
2010031702,125,Wednesday
2010031703,190,Wednesday
2010031704,259,Wednesday
2010031705,859,Wednesday
2010031706,2275,Wednesday
2010031707,3541,Wednesday
2010031708,4045,Wednesday
2010031709,3685,Wednesday
2010031710,2868,Wednesday
2010031711,2674,Wednesday
2010031712,2309,Wednesday
2010031713,2167,Wednesday
2010031714,2257,Wednesday
2010031715,2625,Wednesday
2010031716,2506,Wednesday
2010031717,2770,Wednesday
2010031718,2693,Wednesday
2010031719,2229,Wednesday
2010031720,1490,Wednesday
2010031721,1369,Wednesday
2010031722,1099,Wednesday
2010031723,892,Wednesday
2010031800,518,Thursday
2010031801,255,Thursday
2010031802,144,Thursday
2010031803,151,Thursday
2010031804,270,Thursday
2010031805,923,Thursday
2010031806,2470,Thursday
2010031807,3572,Thursday
2010031808,4232,Thursday
2010031809,4031,Thursday
2010031810,2854,Thursday
2010031811,3047,Thursday
2010031812,2647,Thursday
2010031813,2505,Thursday
2010031814,2516,Thursday
2010031815,2651,Thursday
2010031816,2971,Thursday
2010031817,3110,Thursday
2010031818,2994,Thursday
2010031819,2473,Thursday
2010031820,1682,Thursday
2010031821,1450,Thursday
2010031822,1253,Thursday
2010031823,1144,Thursday
2010031900,637,Friday
2010031901,291,Friday
2010031902,167,Friday
2010031903,155,Friday
2010031904,301,Friday
2010031905,891,Friday
2010031906,2299,Friday
2010031907,3400,Friday
2010031908,4081,Friday
2010031909,3883,Friday
2010031910,2670,Friday
2010031911,2550,Friday
2010031912,2376,Friday
2010031913,2342,Friday
2010031914,2443,Friday
2010031915,2917,Friday
2010031916,3011,Friday
2010031917,3178,Friday
2010031918,3080,Friday
2010031919,2792,Friday
2010031920,1793,Friday
2010031921,1586,Friday
2010031922,1630,Friday
2010031923,1273,Friday
2010032000,879,Saturday
2010032001,462,Saturday
2010032002,227,Saturday
2010032003,201,Saturday
2010032004,237,Saturday
2010032005,417,Saturday
2010032006,1182,Saturday
2010032007,1654,Saturday
2010032008,1998,Saturday
2010032009,2124,Saturday
2010032010,2141,Saturday
2010032011,2224,Saturday
2010032012,2467,Saturday
2010032013,2498,Saturday
2010032014,2218,Saturday
2010032015,2334,Saturday
2010032016,2341,Saturday
2010032017,2551,Saturday
